,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Gender,age
1388,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12,Male,13.5
1389,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,Male,11.5
1390,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9,Female,10.5
1391,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9,Male,10.5
1392,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10,Male,11.5
1393,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10,Male,11.5
1394,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15,Female,16.5
1395,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10,Male,11.5
1396,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11,Male,12.5
1397,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10,Female,11.5
1398,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11,Female,12.5
1399,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11,Male,12.5
1400,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11,Female,12.5
1401,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,Female,12.5
1402,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9,Female,10.5
1403,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10,Female,11.5
1404,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10,Male,11.5
1405,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,Female,14.5
1406,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,Female,11.5
1407,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10,Male,11.5
1408,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10,Female,11.5
1409,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10,Male,11.5
1410,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10,Female,11.5
1411,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11,Female,12.5
1412,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10,Male,11.5
1413,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13,Female,14.5
1414,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9,Female,10.5
1415,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11,Female,12.5
1416,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12,Female,13.5
1417,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,Female,11.5
1418,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11,Female,12.5
1419,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12,Female,13.5
1420,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11,Female,12.5
1421,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13,Female,14.5
1422,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,Female,13.5
1423,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11,Female,12.5
1424,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11,Female,12.5
1425,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12,Female,13.5
1426,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9,Female,10.5
1427,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14,Female,15.5
1428,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14,Female,15.5
1429,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3,Infant,4.5
1430,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4,Infant,5.5
1431,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7,Infant,8.5
1432,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5,Infant,6.5
1433,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6,Infant,7.5
1434,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,Infant,8.5
1435,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,Infant,6.5
1436,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5,Infant,6.5
1437,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6,Infant,7.5
1438,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,Infant,8.5
1439,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8,Infant,9.5
1440,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,Infant,8.5
1441,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,Infant,7.5
1442,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5,Infant,6.5
1443,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9,Infant,10.5
1444,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6,Infant,7.5
1445,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,Infant,7.5
1446,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,Infant,6.5
1447,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8,Infant,9.5
1448,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,Infant,10.5
1449,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6,Infant,7.5
1450,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,Infant,8.5
1451,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8,Infant,9.5
1452,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,Infant,10.5
1453,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6,Infant,7.5
1454,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6,Infant,7.5
1455,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,Infant,9.5
1456,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,Infant,8.5
1457,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,Infant,8.5
1458,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,Infant,8.5
1459,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6,Infant,7.5
1460,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8,Infant,9.5
1461,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6,Infant,7.5
1462,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7,Infant,8.5
1463,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,Infant,10.5
1464,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9,Male,10.5
1465,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8,Infant,9.5
1466,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8,Male,9.5
1467,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7,Infant,8.5
1468,0.52,0.4,0.125,0.559,0.254,0.139,0.149,8,Infant,9.5
1469,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,Male,9.5
1470,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9,Male,10.5
1471,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8,Male,9.5
1472,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,Male,10.5
1473,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8,Male,9.5
1474,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9,Male,10.5
1475,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8,Male,9.5
1476,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9,Male,10.5
1477,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8,Male,9.5
1478,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9,Male,10.5
1479,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8,Male,9.5
1480,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9,Male,10.5
1481,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9,Male,10.5
1482,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8,Male,9.5
1483,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8,Male,9.5
1484,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,Male,10.5
1485,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8,Male,9.5
1486,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9,Male,10.5
1487,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8,Male,9.5
1488,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9,Male,10.5
1489,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11,Male,12.5
1490,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9,Male,10.5
1491,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,Male,10.5
1492,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11,Male,12.5
1493,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8,Male,9.5
1494,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10,Male,11.5
1495,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8,Male,9.5
1496,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,Male,10.5
1497,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10,Male,11.5
1498,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11,Male,12.5
1499,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9,Male,10.5
1500,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,10,Male,11.5
1501,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9,Male,10.5
1502,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11,Male,12.5
1503,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10,Male,11.5
1504,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10,Male,11.5
1505,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8,Male,9.5
1506,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,Female,10.5
1507,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10,Female,11.5
1508,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11,Female,12.5
1509,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11,Male,12.5
1510,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10,Female,11.5
1511,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10,Female,11.5
1512,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9,Male,10.5
1513,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8,Male,9.5
1514,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11,Female,12.5
1515,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11,Female,12.5
1516,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10,Male,11.5
1517,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10,Female,11.5
1518,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11,Female,12.5
1519,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10,Female,11.5
1520,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10,Female,11.5
1521,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12,Female,13.5
1522,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11,Female,12.5
1523,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12,Female,13.5
1524,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11,Female,12.5
1525,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11,Female,12.5
1526,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10,Female,11.5
1527,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12,Female,13.5
1528,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13,Female,14.5
1529,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10,Female,11.5
1530,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11,Female,12.5
1531,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5,Infant,6.5
1532,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5,Infant,6.5
1533,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6,Infant,7.5
1534,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6,Infant,7.5
1535,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6,Infant,7.5
1536,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5,Infant,6.5
1537,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5,Infant,6.5
1538,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6,Infant,7.5
1539,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7,Infant,8.5
1540,0.36,0.27,0.095,0.2,0.073,0.056,0.061,8,Infant,9.5
1541,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7,Infant,8.5
1542,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7,Infant,8.5
1543,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7,Infant,8.5
1544,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6,Infant,7.5
1545,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7,Infant,8.5
1546,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7,Infant,8.5
1547,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6,Infant,7.5
1548,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8,Infant,9.5
1549,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7,Infant,8.5
1550,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8,Infant,9.5
1551,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,Infant,8.5
1552,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7,Infant,8.5
1553,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7,Infant,8.5
1554,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8,Infant,9.5
1555,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8,Infant,9.5
1556,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7,Infant,8.5
1557,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8,Infant,9.5
1558,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7,Infant,8.5
1559,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7,Infant,8.5
1560,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6,Infant,7.5
1561,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8,Infant,9.5
1562,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7,Infant,8.5
1563,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10,Infant,11.5
1564,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7,Infant,8.5
1565,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7,Infant,8.5
1566,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9,Infant,10.5
1567,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8,Infant,9.5
1568,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8,Infant,9.5
1569,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8,Infant,9.5
1570,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7,Infant,8.5
1571,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8,Infant,9.5
1572,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9,Infant,10.5
1573,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8,Infant,9.5
1574,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8,Infant,9.5
1575,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7,Infant,8.5
1576,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8,Infant,9.5
1577,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8,Infant,9.5
1578,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8,Infant,9.5
1579,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8,Infant,9.5
1580,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8,Infant,9.5
1581,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8,Infant,9.5
1582,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9,Infant,10.5
1583,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7,Infant,8.5
1584,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,Infant,7.5
1585,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9,Infant,10.5
1586,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10,Infant,11.5
1587,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8,Infant,9.5
1588,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,Infant,9.5
1589,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9,Infant,10.5
1590,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7,Infant,8.5
1591,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8,Male,9.5
1592,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9,Infant,10.5
1593,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8,Infant,9.5
1594,0.525,0.4,0.14,0.654,0.305,0.16,0.169,7,Infant,8.5
1595,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9,Male,10.5
1596,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7,Infant,8.5
1597,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10,Infant,11.5
1598,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9,Infant,10.5
1599,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,11,Male,12.5
1600,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7,Infant,8.5
1601,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9,Male,10.5
1602,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9,Male,10.5
1603,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9,Male,10.5
1604,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,Male,11.5
1605,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,Infant,10.5
1606,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,10,Male,11.5
1607,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,Male,9.5
1608,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9,Male,10.5
1609,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8,Infant,9.5
1610,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8,Male,9.5
1611,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10,Male,11.5
1612,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9,Infant,10.5
1613,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12,Male,13.5
1614,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8,Male,9.5
1615,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8,Male,9.5
1616,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9,Infant,10.5
1617,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8,Male,9.5
1618,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11,Male,12.5
1619,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10,Male,11.5
1620,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8,Male,9.5
1621,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10,Male,11.5
1622,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9,Male,10.5
1623,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9,Male,10.5
1624,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9,Male,10.5
1625,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,10,Male,11.5
1626,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8,Male,9.5
1627,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9,Male,10.5
1628,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9,Male,10.5
1629,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10,Male,11.5
1630,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9,Male,10.5
1631,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12,Male,13.5
1632,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8,Male,9.5
1633,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10,Male,11.5
1634,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10,Male,11.5
1635,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9,Male,10.5
1636,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10,Male,11.5
1637,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8,Male,9.5
1638,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9,Male,10.5
1639,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10,Male,11.5
1640,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8,Male,9.5
1641,0.575,0.445,0.16,0.839,0.4005,0.198,0.239,9,Male,10.5
1642,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13,Male,14.5
1643,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8,Male,9.5
1644,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10,Male,11.5
1645,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,Male,11.5
1646,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9,Male,10.5
1647,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10,Male,11.5
1648,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10,Male,11.5
1649,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10,Male,11.5
1650,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11,Male,12.5
1651,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8,Male,9.5
1652,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10,Male,11.5
1653,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10,Male,11.5
1654,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8,Male,9.5
1655,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8,Male,9.5
1656,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9,Male,10.5
1657,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9,Male,10.5
1658,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8,Male,9.5
1659,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10,Male,11.5
1660,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9,Male,10.5
1661,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10,Male,11.5
1662,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9,Male,10.5
1663,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8,Male,9.5
1664,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9,Male,10.5
1665,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8,Male,9.5
1666,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,Male,10.5
1667,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11,Female,12.5
1668,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10,Male,11.5
1669,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10,Male,11.5
1670,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12,Male,13.5
1671,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9,Male,10.5
1672,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10,Male,11.5
1673,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9,Male,10.5
1674,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9,Male,10.5
1675,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7,Male,8.5
1676,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10,Male,11.5
1677,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9,Male,10.5
1678,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12,Male,13.5
1679,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12,Male,13.5
1680,0.62,0.515,0.175,1.221,0.535,0.241,0.395,13,Male,14.5
1681,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11,Male,12.5
1682,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11,Male,12.5
1683,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12,Male,13.5
1684,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,9,Male,10.5
1685,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10,Male,11.5
1686,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12,Male,13.5
1687,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9,Male,10.5
1688,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11,Male,12.5
1689,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10,Male,11.5
1690,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9,Male,10.5
1691,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12,Male,13.5
1692,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10,Male,11.5
1693,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9,Male,10.5
1694,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9,Male,10.5
1695,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8,Male,9.5
1696,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11,Male,12.5
1697,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,10,Male,11.5
1698,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11,Male,12.5
1699,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13,Female,14.5
1700,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12,Female,13.5
1701,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10,Male,11.5
1702,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9,Male,10.5
1703,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10,Male,11.5
1704,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10,Male,11.5
1705,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11,Female,12.5
1706,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10,Male,11.5
1707,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12,Male,13.5
1708,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14,Female,15.5
1709,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9,Female,10.5
1710,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10,Male,11.5
1711,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9,Male,10.5
1712,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9,Male,10.5
1713,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10,Male,11.5
1714,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10,Male,11.5
1715,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9,Male,10.5
1716,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12,Male,13.5
1717,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9,Male,10.5
1718,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11,Male,12.5
